id,class_field,name,year,month,date,y_sc,m_sc,d_sc,intercalary,lunar,solar,conditions,weather_o,weather_t,uri,url
D16960417,Diary,1696년4월17일,1696,4,17,丙子,癸巳,壬寅,,1696-04-17,1696-05-17,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960417,http://wiki.jiamdiary.info/16960417
D16960418,Diary,1696년4월18일,1696,4,18,丙子,癸巳,癸卯,,1696-04-18,1696-05-18,,昨風夜來顚倒 屋蓋皆捲,어제 바람이 밤이 되자 심해져서 지붕이 모두 날아감. ,http://jiamdiary.info/iri/jad#D16960418,http://wiki.jiamdiary.info/16960418
D16960419,Diary,1696년4월19일,1696,4,19,丙子,癸巳,甲辰,,1696-04-19,1696-05-19,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960419,http://wiki.jiamdiary.info/16960419
D16960420,Diary,1696년4월20일,1696,4,20,丙子,癸巳,乙巳,,1696-04-20,1696-05-20,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960420,http://wiki.jiamdiary.info/16960420
D16960421,Diary,1696년4월21일,1696,4,21,丙子,癸巳,丙午,,1696-04-21,1696-05-21,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960421,http://wiki.jiamdiary.info/16960421
D16960422,Diary,1696년4월22일,1696,4,22,丙子,癸巳,丁未,,1696-04-22,1696-05-22,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960422,http://wiki.jiamdiary.info/16960422
D16960423,Diary,1696년4월23일,1696,4,23,丙子,癸巳,戊申,,1696-04-23,1696-05-23,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960423,http://wiki.jiamdiary.info/16960423
D16960424,Diary,1696년4월24일,1696,4,24,丙子,癸巳,己酉,,1696-04-24,1696-05-24,,雨,비 ,http://jiamdiary.info/iri/jad#D16960424,http://wiki.jiamdiary.info/16960424
D16960425,Diary,1696년4월25일,1696,4,25,丙子,癸巳,庚戌,,1696-04-25,1696-05-25,drop,晩陽,늦은 아침에 맑음 ,http://jiamdiary.info/iri/jad#D16960425,http://wiki.jiamdiary.info/16960425
D16960426,Diary,1696년4월26일,1696,4,26,丙子,癸巳,辛亥,,1696-04-26,1696-05-26,drop,陰陽 又有雨候,흐리고 맑음. 또 비가 내림. ,http://jiamdiary.info/iri/jad#D16960426,http://wiki.jiamdiary.info/16960426
D16960427,Diary,1696년4월27일,1696,4,27,丙子,癸巳,壬子,,1696-04-27,1696-05-27,,夜雨頗注 稍晩乃止,밤에 비가 꽤 내림. 늦은 아침에 그침. ,http://jiamdiary.info/iri/jad#D16960427,http://wiki.jiamdiary.info/16960427
D16960428,Diary,1696년4월28일,1696,4,28,丙子,癸巳,癸丑,,1696-04-28,1696-05-28,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960428,http://wiki.jiamdiary.info/16960428
D16960429,Diary,1696년4월29일,1696,4,29,丙子,癸巳,甲寅,,1696-04-29,1696-05-29,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16960429,http://wiki.jiamdiary.info/16960429
D16960430,Diary,1696년4월30일,1696,4,30,丙子,癸巳,乙卯,,1696-04-30,1696-05-30,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960430,http://wiki.jiamdiary.info/16960430
D169605,Diary,1696년5월,1696,5,,丙子,甲午,,,,,,,,http://jiamdiary.info/iri/jad#D169605,http://wiki.jiamdiary.info/169605
D16960501,Diary,1696년5월1일,1696,5,1,丙子,甲午,丙辰,,1696-05-01,1696-05-31,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960501,http://wiki.jiamdiary.info/16960501
D16960502,Diary,1696년5월2일,1696,5,2,丙子,甲午,丁巳,,1696-05-02,1696-06-01,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960502,http://wiki.jiamdiary.info/16960502
D16960503,Diary,1696년5월3일,1696,5,3,丙子,甲午,戊午,,1696-05-03,1696-06-02,,朝雨蹔洒,아침에 비가 잠시 뿌림 ,http://jiamdiary.info/iri/jad#D16960503,http://wiki.jiamdiary.info/16960503
D16960504,Diary,1696년5월4일,1696,5,4,丙子,甲午,己未,,1696-05-04,1696-06-03,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960504,http://wiki.jiamdiary.info/16960504
D16960505,Diary,1696년5월5일,1696,5,5,丙子,甲午,庚申,,1696-05-05,1696-06-04,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960505,http://wiki.jiamdiary.info/16960505
D16960506,Diary,1696년5월6일,1696,5,6,丙子,甲午,辛酉,,1696-05-06,1696-06-05,,晩朝驟雨暴至,늦은 아침에 소나기가 갑자기 쏟아짐 ,http://jiamdiary.info/iri/jad#D16960506,http://wiki.jiamdiary.info/16960506
D16960507,Diary,1696년5월7일,1696,5,7,丙子,甲午,壬戌,,1696-05-07,1696-06-06,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960507,http://wiki.jiamdiary.info/16960507
D16960508,Diary,1696년5월8일,1696,5,8,丙子,甲午,癸亥,,1696-05-08,1696-06-07,drop,午間天鳴 風雨暴至 良久而止,낮에 하늘에서 천둥이 치고 비바람이 갑자기 불더니 한참 있다가 그침 ,http://jiamdiary.info/iri/jad#D16960508,http://wiki.jiamdiary.info/16960508
D16960509,Diary,1696년5월9일,1696,5,9,丙子,甲午,甲子,,1696-05-09,1696-06-08,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960509,http://wiki.jiamdiary.info/16960509
D16960510,Diary,1696년5월10일,1696,5,10,丙子,甲午,乙丑,,1696-05-10,1696-06-09,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960510,http://wiki.jiamdiary.info/16960510
D16960511,Diary,1696년5월11일,1696,5,11,丙子,甲午,丙寅,,1696-05-11,1696-06-10,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960511,http://wiki.jiamdiary.info/16960511
D16960512,Diary,1696년5월12일,1696,5,12,丙子,甲午,丁卯,,1696-05-12,1696-06-11,,雨,비 ,http://jiamdiary.info/iri/jad#D16960512,http://wiki.jiamdiary.info/16960512
D16960513,Diary,1696년5월13일,1696,5,13,丙子,甲午,戊辰,,1696-05-13,1696-06-12,,朝霧晩陽,아침에 안개가 끼더니 늦은 아침부터 맑음 ,http://jiamdiary.info/iri/jad#D16960513,http://wiki.jiamdiary.info/16960513
D16960514,Diary,1696년5월14일,1696,5,14,丙子,甲午,己巳,,1696-05-14,1696-06-13,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960514,http://wiki.jiamdiary.info/16960514
D16960515,Diary,1696년5월15일,1696,5,15,丙子,甲午, 庚午,,1696-05-15,1696-06-14,drop,朝霧晩陽,아침에 안개가 끼다가 늦은 아침에서야 맑아짐 ,http://jiamdiary.info/iri/jad#D16960515,http://wiki.jiamdiary.info/16960515
D16960516,Diary,1696년5월16일,1696,5,16,丙子,甲午,辛未,,1696-05-16,1696-06-15,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960516,http://wiki.jiamdiary.info/16960516
D16960517,Diary,1696년5월17일,1696,5,17,丙子,甲午,壬申,,1696-05-17,1696-06-16,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960517,http://wiki.jiamdiary.info/16960517
D16960518,Diary,1696년5월18일,1696,5,18,丙子,甲午,癸酉,,1696-05-18,1696-06-17,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960518,http://wiki.jiamdiary.info/16960518
D16960519,Diary,1696년5월19일,1696,5,19,丙子,甲午,甲戌,,1696-05-19,1696-06-18,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960519,http://wiki.jiamdiary.info/16960519
D16960520,Diary,1696년5월20일,1696,5,20,丙子,甲午,乙亥,,1696-05-20,1696-06-19,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960520,http://wiki.jiamdiary.info/16960520
D16960521,Diary,1696년5월21일,1696,5,21,丙子,甲午,丙子,,1696-05-21,1696-06-20,,午後雨下,오후에 비가 내림 ,http://jiamdiary.info/iri/jad#D16960521,http://wiki.jiamdiary.info/16960521
D16960522,Diary,1696년5월22일,1696,5,22,丙子,甲午,丁丑,,1696-05-22,1696-06-21,,夜雨朝止 晩復雨,밤에 비가 오다가 아침에 그침. 늦은 아침 다시 비가 옴 ,http://jiamdiary.info/iri/jad#D16960522,http://wiki.jiamdiary.info/16960522
D16960523,Diary,1696년5월23일,1696,5,23,丙子,甲午,戊寅,,1696-05-23,1696-06-22,,雨,비 ,http://jiamdiary.info/iri/jad#D16960523,http://wiki.jiamdiary.info/16960523
D16960524,Diary,1696년5월24일,1696,5,24,丙子,甲午,己卯,,1696-05-24,1696-06-23,,雨,비 ,http://jiamdiary.info/iri/jad#D16960524,http://wiki.jiamdiary.info/16960524
D16960525,Diary,1696년5월25일,1696,5,25,丙子,甲午,庚辰,,1696-05-25,1696-06-24,drop,夜雨大注數陣 終日不止,밤에 비가 여러 차례 크게 퍼붓고 종일 그치지 않음 ,http://jiamdiary.info/iri/jad#D16960525,http://wiki.jiamdiary.info/16960525
D16960526,Diary,1696년5월26일,1696,5,26,丙子,甲午,辛巳,,1696-05-26,1696-06-25,,雨下終日,비가 종일 내림 ,http://jiamdiary.info/iri/jad#D16960526,http://wiki.jiamdiary.info/16960526
D16960527,Diary,1696년5월27일,1696,5,27,丙子,甲午,壬午,,1696-05-27,1696-06-26,,陰 午雨暫洒,흐림. 한낮에 비가 잠깐 쏟아짐 ,http://jiamdiary.info/iri/jad#D16960527,http://wiki.jiamdiary.info/16960527
D16960528,Diary,1696년5월28일,1696,5,28,丙子,甲午,癸未,,1696-05-28,1696-06-27,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16960528,http://wiki.jiamdiary.info/16960528
D16960529,Diary,1696년5월29일,1696,5,29,丙子,甲午,甲申,,1696-05-29,1696-06-28,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16960529,http://wiki.jiamdiary.info/16960529
D169606,Diary,1696년6월,1696,6,,丙子,乙未,,,,,,,,http://jiamdiary.info/iri/jad#D169606,http://wiki.jiamdiary.info/169606
D16960601,Diary,1696년6월1일,1696,6,1,丙子,乙未,乙酉,,1696-06-01,1696-06-29,drop,雨點間洒 微陽間出,빗방울이 간간이 뿌림. 약한 햇볕이 간혹 남. ,http://jiamdiary.info/iri/jad#D16960601,http://wiki.jiamdiary.info/16960601
D16960602,Diary,1696년6월2일,1696,6,2,丙子,乙未,丙戌,,1696-06-02,1696-06-30,,雨勢終日止作,비가 종일 오락가락했다. ,http://jiamdiary.info/iri/jad#D16960602,http://wiki.jiamdiary.info/16960602
D16960603,Diary,1696년6월3일,1696,6,3,丙子,乙未,丁亥,,1696-06-03,1696-07-01,,朝雨頗注 晩後陰陽,아침에 비가 꽤 쏟아지고 늦은 아침에 흐렸다 맑음  ,http://jiamdiary.info/iri/jad#D16960603,http://wiki.jiamdiary.info/16960603
D16960604,Diary,1696년6월4일,1696,6,4,丙子,乙未,戊子,,1696-06-04,1696-07-02,,雨勢終日止作,비가 종일 오락가락 함 ,http://jiamdiary.info/iri/jad#D16960604,http://wiki.jiamdiary.info/16960604
D16960605,Diary,1696년6월5일,1696,6,5,丙子,乙未,己丑,,1696-06-05,1696-07-03,,北風猝緊 乍雨乍陽,북풍이 갑자기 거세고 잠깐잠깐 비가 내리다 맑았다 함 ,http://jiamdiary.info/iri/jad#D16960605,http://wiki.jiamdiary.info/16960605
D16960606,Diary,1696년6월6일,1696,6,6,丙子,乙未,庚寅,,1696-06-06,1696-07-04,drop,午前雨注 向夕陽,오전에 비가 퍼붓다가 저녁 무렵 갬 ,http://jiamdiary.info/iri/jad#D16960606,http://wiki.jiamdiary.info/16960606
D16960607,Diary,1696년6월7일,1696,6,7,丙子,乙未,辛卯,,1696-06-07,1696-07-05,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960607,http://wiki.jiamdiary.info/16960607
D16960608,Diary,1696년6월8일,1696,6,8,丙子,乙未,壬辰,,1696-06-08,1696-07-06,,小雨,가랑비가 내림 ,http://jiamdiary.info/iri/jad#D16960608,http://wiki.jiamdiary.info/16960608
D16960609,Diary,1696년6월9일,1696,6,9,丙子,乙未,癸巳,,1696-06-09,1696-07-07,,雨,비 내림 ,http://jiamdiary.info/iri/jad#D16960609,http://wiki.jiamdiary.info/16960609
D16960610,Diary,1696년6월10일,1696,6,10,丙子,乙未,甲午,,1696-06-10,1696-07-08,drop,小雨,가랑비가 내림 ,http://jiamdiary.info/iri/jad#D16960610,http://wiki.jiamdiary.info/16960610
D16960611,Diary,1696년6월11일,1696,6,11,丙子,乙未,乙未,,1696-06-11,1696-07-09,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960611,http://wiki.jiamdiary.info/16960611
D16960612,Diary,1696년6월12일,1696,6,12,丙子,乙未,丙申,,1696-06-12,1696-07-10,,自夜雨下 午後乃止,밤부터 비가 내리다 오후에야 그침 ,http://jiamdiary.info/iri/jad#D16960612,http://wiki.jiamdiary.info/16960612
D16960613,Diary,1696년6월13일,1696,6,13,丙子,乙未,丁酉,,1696-06-13,1696-07-11,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960613,http://wiki.jiamdiary.info/16960613
D16960614,Diary,1696년6월14일,1696,6,14,丙子,乙未,戊戌,,1696-06-14,1696-07-12,drop,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960614,http://wiki.jiamdiary.info/16960614
D16960615,Diary,1696년6월15일,1696,6,15,丙子,乙未,己亥,,1696-06-15,1696-07-13,,晩陽,늦은 아침 맑음. ,http://jiamdiary.info/iri/jad#D16960615,http://wiki.jiamdiary.info/16960615
D16960616,Diary,1696년6월16일,1696,6,16,丙子,乙未,庚子,,1696-06-16,1696-07-14,,自夜雨下 終夕不止,밤부터 비가 내리더니 저녁 내내 그치지 않음. ,http://jiamdiary.info/iri/jad#D16960616,http://wiki.jiamdiary.info/16960616
D16960617,Diary,1696년6월17일,1696,6,17,丙子,乙未,辛丑,,1696-06-17,1696-07-15,,雨勢止作,비가 그침 ,http://jiamdiary.info/iri/jad#D16960617,http://wiki.jiamdiary.info/16960617
D16960618,Diary,1696년6월18일,1696,6,18,丙子,乙未,壬寅,,1696-06-18,1696-07-16,drop,陰陽,흐리다가 맑음 ,http://jiamdiary.info/iri/jad#D16960618,http://wiki.jiamdiary.info/16960618
D16960619,Diary,1696년6월19일,1696,6,19,丙子,乙未,癸卯,,1696-06-19,1696-07-17,,陰陽,흐리다가 맑음 ,http://jiamdiary.info/iri/jad#D16960619,http://wiki.jiamdiary.info/16960619
D16960620,Diary,1696년6월20일,1696,6,20,丙子,乙未,甲辰,,1696-06-20,1696-07-18,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960620,http://wiki.jiamdiary.info/16960620
D16960621,Diary,1696년6월21일,1696,6,21,丙子,乙未,乙巳,,1696-06-21,1696-07-19,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960621,http://wiki.jiamdiary.info/16960621
D16960622,Diary,1696년6월22일,1696,6,22,丙子,乙未,丙午,,1696-06-22,1696-07-20,drop,朝陰晩陽,아침에 흐리다가 늦게 맑음 ,http://jiamdiary.info/iri/jad#D16960622,http://wiki.jiamdiary.info/16960622
D16960623,Diary,1696년6월23일,1696,6,23,丙子,乙未,丁未,,1696-06-23,1696-07-21,,朝陰晩陽,아침에 흐리다가 늦게 맑음 ,http://jiamdiary.info/iri/jad#D16960623,http://wiki.jiamdiary.info/16960623
D16960624,Diary,1696년6월24일,1696,6,24,丙子,乙未,戊申,,1696-06-24,1696-07-22,,,,http://jiamdiary.info/iri/jad#D16960624,http://wiki.jiamdiary.info/16960624
D16960625,Diary,1696년6월25일,1696,6,25,丙子,乙未,己酉,,1696-06-25,1696-07-23,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960625,http://wiki.jiamdiary.info/16960625
D16960626,Diary,1696년6월26일,1696,6,26,丙子,乙未,庚戌,,1696-06-26,1696-07-24,drop,雨下川漲,비가 내려 냇가가 불어남 ,http://jiamdiary.info/iri/jad#D16960626,http://wiki.jiamdiary.info/16960626
D16960627,Diary,1696년6월27일,1696,6,27,丙子,乙未,辛亥,,1696-06-27,1696-07-25,,陰陽,흐리다가 맑음 ,http://jiamdiary.info/iri/jad#D16960627,http://wiki.jiamdiary.info/16960627
D16960628,Diary,1696년6월28일,1696,6,28,丙子,乙未,壬子,,1696-06-28,1696-07-26,,陰霏,구름이 끼더니 비가 살짝 내림 ,http://jiamdiary.info/iri/jad#D16960628,http://wiki.jiamdiary.info/16960628
D16960629,Diary,1696년6월29일,1696,6,29,丙子,乙未,癸丑,,1696-06-29,1696-07-27,,微雨,이슬비가 내림 ,http://jiamdiary.info/iri/jad#D16960629,http://wiki.jiamdiary.info/16960629
D16960630,Diary,1696년6월30일,1696,6,30,丙子,乙未,甲寅,,1696-06-30,1696-07-28,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16960630,http://wiki.jiamdiary.info/16960630
D169607,Diary,1696년7월,1696,7,,丙子,丙申,,,,,,,,http://jiamdiary.info/iri/jad#D169607,http://wiki.jiamdiary.info/169607
D16960701,Diary,1696년7월1일,1696,7,1,丙子,丙申,乙卯,,1696-07-01,1696-07-29,,朝雨暫洒,아침에 비가 잠시 뿌림 ,http://jiamdiary.info/iri/jad#D16960701,http://wiki.jiamdiary.info/16960701
D16960702,Diary,1696년7월2일,1696,7,2,丙子,丙申,丙辰,,1696-07-02,1696-07-30,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960702,http://wiki.jiamdiary.info/16960702
D16960703,Diary,1696년7월3일,1696,7,3,丙子,丙申,丁巳,,1696-07-03,1696-07-31,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960703,http://wiki.jiamdiary.info/16960703
D16960704,Diary,1696년7월4일,1696,7,4,丙子,丙申,戊午,,1696-07-04,1696-08-01,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960704,http://wiki.jiamdiary.info/16960704
D16960705,Diary,1696년7월5일,1696,7,5,丙子,丙申,己未,,1696-07-05,1696-08-02,drop,陽,맑다가 저녁 후에 비가 뿌림 ,http://jiamdiary.info/iri/jad#D16960705,http://wiki.jiamdiary.info/16960705
D16960706,Diary,1696년7월6일,1696,7,6,丙子,丙申,庚申,,1696-07-06,1696-08-03,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960706,http://wiki.jiamdiary.info/16960706
D16960707,Diary,1696년7월7일,1696,7,7,丙子,丙申,辛酉,,1696-07-07,1696-08-04,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960707,http://wiki.jiamdiary.info/16960707
D16960708,Diary,1696년7월8일,1696,7,8,丙子,丙申,壬戌,,1696-07-08,1696-08-05,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960708,http://wiki.jiamdiary.info/16960708
D16960709,Diary,1696년7월9일,1696,7,9,丙子,丙申,癸亥,,1696-07-09,1696-08-06,,自夜雨下 夕乃止,밤부터 비가 내리다 저녁에야 그침. ,http://jiamdiary.info/iri/jad#D16960709,http://wiki.jiamdiary.info/16960709
D16960710,Diary,1696년7월10일,1696,7,10,丙子,丙申,甲子,,1696-07-10,1696-08-07,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960710,http://wiki.jiamdiary.info/16960710
D16960711,Diary,1696년7월11일,1696,7,11,丙子,丙申,乙丑,,1696-07-11,1696-08-08,,雨洒 晩陽而風,비가 뿌림. 늦은 아침에 개고 바람 ,http://jiamdiary.info/iri/jad#D16960711,http://wiki.jiamdiary.info/16960711
D16960712,Diary,1696년7월12일,1696,7,12,丙子,丙申,丙寅,,1696-07-12,1696-08-09,,自昨昏又雨 今夕始止 而風勢頗亂,어제 저녁부터 또 비가 오다가 오늘 저녁에야 비로소 그쳤는데 바람이 꽤 어지럽게 붐.,http://jiamdiary.info/iri/jad#D16960712,http://wiki.jiamdiary.info/16960712
D16960713,Diary,1696년7월13일,1696,7,13,丙子,丙申,丁卯,,1696-07-13,1696-08-10,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960713,http://wiki.jiamdiary.info/16960713
D16960714,Diary,1696년7월14일,1696,7,14,丙子,丙申,戊辰,,1696-07-14,1696-08-11,drop,雨洒,비가 뿌림 ,http://jiamdiary.info/iri/jad#D16960714,http://wiki.jiamdiary.info/16960714
D16960715,Diary,1696년7월15일,1696,7,15,丙子,丙申,己巳,,1696-07-15,1696-08-12,,風陰 雨脚間洒,바람 불고 흐림. 빗발이 간간이 뿌림. ,http://jiamdiary.info/iri/jad#D16960715,http://wiki.jiamdiary.info/16960715
D16960716,Diary,1696년7월16일,1696,7,16,丙子,丙申, 庚午,,1696-07-16,1696-08-13,,夜雨朝止 晩陽,밤에 내린 비가 아침에 그침. 늦은 아침에 맑음. ,http://jiamdiary.info/iri/jad#D16960716,http://wiki.jiamdiary.info/16960716
D16960717,Diary,1696년7월17일,1696,7,17,丙子,丙申,辛未,,1696-07-17,1696-08-14,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960717,http://wiki.jiamdiary.info/16960717
D16960718,Diary,1696년7월18일,1696,7,18,丙子,丙申,壬申,,1696-07-18,1696-08-15,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960718,http://wiki.jiamdiary.info/16960718
D16960719,Diary,1696년7월19일,1696,7,19,丙子,丙申,癸酉,,1696-07-19,1696-08-16,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960719,http://wiki.jiamdiary.info/16960719
D16960720,Diary,1696년7월20일,1696,7,20,丙子,丙申,甲戌,,1696-07-20,1696-08-17,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960720,http://wiki.jiamdiary.info/16960720
D16960721,Diary,1696년7월21일,1696,7,21,丙子,丙申,乙亥,,1696-07-21,1696-08-18,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960721,http://wiki.jiamdiary.info/16960721
D16960722,Diary,1696년7월22일,1696,7,22,丙子,丙申,丙子,,1696-07-22,1696-08-19,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960722,http://wiki.jiamdiary.info/16960722
D16960723,Diary,1696년7월23일,1696,7,23,丙子,丙申,丁丑,,1696-07-23,1696-08-20,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960723,http://wiki.jiamdiary.info/16960723
D16960724,Diary,1696년7월24일,1696,7,24,丙子,丙申,戊寅,,1696-07-24,1696-08-21,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960724,http://wiki.jiamdiary.info/16960724
D16960725,Diary,1696년7월25일,1696,7,25,丙子,丙申,己卯,,1696-07-25,1696-08-22,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960725,http://wiki.jiamdiary.info/16960725
D16960726,Diary,1696년7월26일,1696,7,26,丙子,丙申,庚辰,,1696-07-26,1696-08-23,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960726,http://wiki.jiamdiary.info/16960726
D16960727,Diary,1696년7월27일,1696,7,27,丙子,丙申,辛巳,,1696-07-27,1696-08-24,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960727,http://wiki.jiamdiary.info/16960727
D16960728,Diary,1696년7월28일,1696,7,28,丙子,丙申,壬午,,1696-07-28,1696-08-25,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960728,http://wiki.jiamdiary.info/16960728
D16960729,Diary,1696년7월29일,1696,7,29,丙子,丙申,癸未,,1696-07-29,1696-08-26,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960729,http://wiki.jiamdiary.info/16960729
D169608,Diary,1696년8월,1696,8,,丙子,丁酉,,,,,,,,http://jiamdiary.info/iri/jad#D169608,http://wiki.jiamdiary.info/169608
D16960801,Diary,1696년8월1일,1696,8,1,丙子,丁酉,甲申,,1696-08-01,1696-08-27,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960801,http://wiki.jiamdiary.info/16960801
D16960802,Diary,1696년8월2일,1696,8,2,丙子,丁酉,乙酉,,1696-08-02,1696-08-28,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960802,http://wiki.jiamdiary.info/16960802
